"ID","Owner","Created Date","Updated Date","ModuleName","Mod1Text","Mod1Url","Mod2Text","Mod2Url","Mod3Text","Mod3Url","WeekDescription"
"38f8d18e-ad09-4475-8171-5ca4ee17b7a5","f86dc7b2-0cf4-4f7d-ba09-4a0a12e6b990",2020-06-06T08:03:19Z,2020-06-06T23:00:42Z,"Wizdom QA Introduction ","Start your awesome journey here","https://youtu.be/UWTmIkD2DQA",,,,,"Welcome to Wizdom QA Trainings. We provide best in class Full Stack Test Automation training.     Checkout this complete video to understand how we bring take you step by step into the World of QA Automation."
"932f98e4-6eac-476a-8e83-aed87bbab952","f86dc7b2-0cf4-4f7d-ba09-4a0a12e6b990",2020-05-31T15:14:00Z,2020-06-01T16:11:24Z,"Week 1","Week 1 - Mod 1","https://youtu.be/liHiBBTVzu4","Week 1 - Mod 2","https://youtu.be/g384axr1IEU","Week 1 - Mod 3","https://youtu.be/92ib9EOZS0A","Week 1 Description Description Description Description"
"e8397144-86bd-4032-aa28-0926eb3dbaea","f86dc7b2-0cf4-4f7d-ba09-4a0a12e6b990",2020-05-31T15:13:56Z,2020-06-07T00:17:23Z,"Week 2","Week 2 - Mod 1","https://youtu.be/iyf5sNjvoyw","Week 2 - Mod 2","https://youtu.be/asyWIPzNOvA","Week 2 - Mod 3","https://youtu.be/3Te-xINLVgE","Week 2 Description Description Description Description"
"2191719f-4b68-4aeb-9a8d-5e712270f711","f86dc7b2-0cf4-4f7d-ba09-4a0a12e6b990",2020-05-31T15:13:51Z,2020-06-07T00:17:26Z,"Week 3","Week 3 - Mod 1","https://youtu.be/g_TJWLPUv8c","Week 3 - Mod 2","https://youtu.be/mh9PNHRmtxM","Week 3 - Mod 3","https://youtu.be/VHLi-UgzXRs","Week 3 Description Description Description Description"
"1d7afb5a-b0a7-4494-b7fe-35f4092ce7df","f86dc7b2-0cf4-4f7d-ba09-4a0a12e6b990",2020-05-31T15:13:48Z,2020-06-07T00:17:28Z,"Week 4","Week 4 - Mod 1","https://www.wizdomqa.com/","Week 4 - Mod 2","https://www.wizdomqa.com/","Week 4 - Mod 3","https://www.wizdomqa.com/","Week 4 Description Description Description Description"
"7c94ba1e-fe61-476b-be57-311365500382","f86dc7b2-0cf4-4f7d-ba09-4a0a12e6b990",2020-05-31T15:13:44Z,2020-06-07T00:17:30Z,"Week 5","Week 5 - Mod 1","https://www.wizdomqa.com/","Week 5 - Mod 2","https://www.wizdomqa.com/","Week 5 - Mod 3","https://www.wizdomqa.com/","Week 5 Description Description Description Description"
"8bd9fed6-68eb-4dc3-bb4a-830baeea2436","f86dc7b2-0cf4-4f7d-ba09-4a0a12e6b990",2020-05-31T15:13:35Z,2020-06-07T00:17:32Z,"Week 6","Week 6 - Mod 1","https://www.wizdomqa.com/","Week 6 - Mod 2","https://www.wizdomqa.com/","Week 6 - Mod 3","https://www.wizdomqa.com/","Week 6 Description Description Description Description"
